,number,raw_title,link,repo_name,repo_url,created_at,updated_at,pull_request,filter,title,repository
53,379,Reclaiming ownership of Azure DevOps org where the Azure Pipelines run,https://github.com/alan-turing-institute/hub23-deploy/issues/379,alan-turing-institute/hub23-deploy,https://github.com/alan-turing-institute/hub23-deploy,2021-08-20T16:05:33Z,2021-08-20T16:05:39Z,False,created,"<a href=""https://github.com/alan-turing-institute/hub23-deploy/issues/379"" rel=""noopener noreferrer"" target=""_blank"">Reclaiming ownership of Azure DevOps org where the Azure Pipelines run</a>","<a href=""https://github.com/alan-turing-institute/hub23-deploy"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/hub23-deploy</a>"
54,293,Manage secret encryption using sops,https://github.com/alan-turing-institute/hub23-deploy/issues/293,alan-turing-institute/hub23-deploy,https://github.com/alan-turing-institute/hub23-deploy,2020-10-20T21:12:05Z,2021-08-19T14:11:20Z,False,created,"<a href=""https://github.com/alan-turing-institute/hub23-deploy/issues/293"" rel=""noopener noreferrer"" target=""_blank"">Manage secret encryption using sops</a>","<a href=""https://github.com/alan-turing-institute/hub23-deploy"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/hub23-deploy</a>"
55,612,Decomission grenoble hub deployment on 2i2c cluster,https://github.com/2i2c-org/infrastructure/issues/612,2i2c-org/infrastructure,https://github.com/2i2c-org/infrastructure,2021-08-17T10:31:10Z,2021-08-17T17:27:07Z,False,created,"<a href=""https://github.com/2i2c-org/infrastructure/issues/612"" rel=""noopener noreferrer"" target=""_blank"">Decomission grenoble hub deployment on 2i2c cluster</a>","<a href=""https://github.com/2i2c-org/infrastructure"" rel=""noopener noreferrer"" target=""_blank"">2i2c-org/infrastructure</a>"
56,575,Support multiple backends for SOPS,https://github.com/2i2c-org/infrastructure/issues/575,2i2c-org/infrastructure,https://github.com/2i2c-org/infrastructure,2021-08-03T14:20:51Z,2021-08-11T09:26:19Z,False,created,"<a href=""https://github.com/2i2c-org/infrastructure/issues/575"" rel=""noopener noreferrer"" target=""_blank"">Support multiple backends for SOPS</a>","<a href=""https://github.com/2i2c-org/infrastructure"" rel=""noopener noreferrer"" target=""_blank"">2i2c-org/infrastructure</a>"
57,176,Define team process around when and how to share a grafana API key for deploying dashboards,https://github.com/2i2c-org/team-compass/issues/176,2i2c-org/team-compass,https://github.com/2i2c-org/team-compass,2021-07-27T10:08:46Z,2021-07-31T11:50:40Z,False,created,"<a href=""https://github.com/2i2c-org/team-compass/issues/176"" rel=""noopener noreferrer"" target=""_blank"">Define team process around when and how to share a grafana API key for deploying dashboards</a>","<a href=""https://github.com/2i2c-org/team-compass"" rel=""noopener noreferrer"" target=""_blank"">2i2c-org/team-compass</a>"
58,476,Document tools required to work in this repo and deploy hubs successfully,https://github.com/2i2c-org/infrastructure/issues/476,2i2c-org/infrastructure,https://github.com/2i2c-org/infrastructure,2021-06-18T15:04:55Z,2021-07-13T21:42:23Z,False,created,"<a href=""https://github.com/2i2c-org/infrastructure/issues/476"" rel=""noopener noreferrer"" target=""_blank"">Document tools required to work in this repo and deploy hubs successfully</a>","<a href=""https://github.com/2i2c-org/infrastructure"" rel=""noopener noreferrer"" target=""_blank"">2i2c-org/infrastructure</a>"
59,3,How does this repo fit for projects we don't manage?,https://github.com/2i2c-org/org-ops/issues/3,2i2c-org/org-ops,https://github.com/2i2c-org/org-ops,2021-06-28T12:08:55Z,2021-06-28T12:08:55Z,False,created,"<a href=""https://github.com/2i2c-org/org-ops/issues/3"" rel=""noopener noreferrer"" target=""_blank"">How does this repo fit for projects we don't manage?</a>","<a href=""https://github.com/2i2c-org/org-ops"" rel=""noopener noreferrer"" target=""_blank"">2i2c-org/org-ops</a>"
60,1940,Turing Prometheus Server is blocking upgrades,https://github.com/jupyterhub/mybinder.org-deploy/issues/1940,jupyterhub/mybinder.org-deploy,https://github.com/jupyterhub/mybinder.org-deploy,2021-06-23T10:37:00Z,2021-06-23T11:22:24Z,False,created,"<a href=""https://github.com/jupyterhub/mybinder.org-deploy/issues/1940"" rel=""noopener noreferrer"" target=""_blank"">Turing Prometheus Server is blocking upgrades</a>","<a href=""https://github.com/jupyterhub/mybinder.org-deploy"" rel=""noopener noreferrer"" target=""_blank"">jupyterhub/mybinder.org-deploy</a>"
61,112,Search function is broken,https://github.com/WhitakerLab/whitakerlab.github.io/issues/112,WhitakerLab/whitakerlab.github.io,https://github.com/WhitakerLab/whitakerlab.github.io,2021-06-16T14:52:27Z,2021-06-16T14:52:33Z,False,created,"<a href=""https://github.com/WhitakerLab/whitakerlab.github.io/issues/112"" rel=""noopener noreferrer"" target=""_blank"">Search function is broken</a>","<a href=""https://github.com/WhitakerLab/whitakerlab.github.io"" rel=""noopener noreferrer"" target=""_blank"">WhitakerLab/whitakerlab.github.io</a>"
62,701,Make the names of r2d generated images more readable,https://github.com/jupyterhub/repo2docker/issues/701,jupyterhub/repo2docker,https://github.com/jupyterhub/repo2docker,2019-06-05T15:13:25Z,2021-05-18T10:03:14Z,False,created,"<a href=""https://github.com/jupyterhub/repo2docker/issues/701"" rel=""noopener noreferrer"" target=""_blank"">Make the names of r2d generated images more readable</a>","<a href=""https://github.com/jupyterhub/repo2docker"" rel=""noopener noreferrer"" target=""_blank"">jupyterhub/repo2docker</a>"
63,22,Organise content,https://github.com/sgibson91/open-practices-toolkit/issues/22,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T15:08:10Z,2021-05-10T15:09:50Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/22"" rel=""noopener noreferrer"" target=""_blank"">Organise content</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
64,24,Contextualise the toolkit,https://github.com/sgibson91/open-practices-toolkit/issues/24,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T15:09:28Z,2021-05-10T15:09:28Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/24"" rel=""noopener noreferrer"" target=""_blank"">Contextualise the toolkit</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
65,23,Advertise toolkit: blog,https://github.com/sgibson91/open-practices-toolkit/issues/23,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T15:08:31Z,2021-05-10T15:08:31Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/23"" rel=""noopener noreferrer"" target=""_blank"">Advertise toolkit: blog</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
66,21,Display/host content,https://github.com/sgibson91/open-practices-toolkit/issues/21,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T15:07:06Z,2021-05-10T15:07:06Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/21"" rel=""noopener noreferrer"" target=""_blank"">Display/host content</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
67,20,Generalise content to be non-Turing specific,https://github.com/sgibson91/open-practices-toolkit/issues/20,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T15:06:42Z,2021-05-10T15:06:42Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/20"" rel=""noopener noreferrer"" target=""_blank"">Generalise content to be non-Turing specific</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
68,6,Long-term storage/sharing of transcriptions,https://github.com/sgibson91/open-practices-toolkit/issues/6,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:28:54Z,2021-05-10T15:02:57Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/6"" rel=""noopener noreferrer"" target=""_blank"">Long-term storage/sharing of transcriptions</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
69,8,Collating transcriptions,https://github.com/sgibson91/open-practices-toolkit/issues/8,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:28:56Z,2021-05-10T15:02:30Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/8"" rel=""noopener noreferrer"" target=""_blank"">Collating transcriptions</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
70,10,Automated transcription,https://github.com/sgibson91/open-practices-toolkit/issues/10,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:29:00Z,2021-05-10T15:01:58Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/10"" rel=""noopener noreferrer"" target=""_blank"">Automated transcription</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
71,11,Recording (Zoom) interviews,https://github.com/sgibson91/open-practices-toolkit/issues/11,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:29:01Z,2021-05-10T15:01:32Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/11"" rel=""noopener noreferrer"" target=""_blank"">Recording (Zoom) interviews</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
72,5,Report generation: audience?,https://github.com/sgibson91/open-practices-toolkit/issues/5,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:28:51Z,2021-05-10T14:58:17Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/5"" rel=""noopener noreferrer"" target=""_blank"">Report generation: audience?</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
73,15,Informed consent,https://github.com/sgibson91/open-practices-toolkit/issues/15,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:29:07Z,2021-05-10T14:56:47Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/15"" rel=""noopener noreferrer"" target=""_blank"">Informed consent</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
74,16,Participant Information Sheet,https://github.com/sgibson91/open-practices-toolkit/issues/16,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:29:08Z,2021-05-10T14:50:52Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/16"" rel=""noopener noreferrer"" target=""_blank"">Participant Information Sheet</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
75,17,Ethics Approval,https://github.com/sgibson91/open-practices-toolkit/issues/17,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:29:10Z,2021-05-10T14:50:26Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/17"" rel=""noopener noreferrer"" target=""_blank"">Ethics Approval</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
76,18,Interview Script,https://github.com/sgibson91/open-practices-toolkit/issues/18,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:29:11Z,2021-05-10T14:29:12Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/18"" rel=""noopener noreferrer"" target=""_blank"">Interview Script</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
77,14,Target Respondent Distribution,https://github.com/sgibson91/open-practices-toolkit/issues/14,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:29:05Z,2021-05-10T14:29:06Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/14"" rel=""noopener noreferrer"" target=""_blank"">Target Respondent Distribution</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
78,13,"""Advertising""",https://github.com/sgibson91/open-practices-toolkit/issues/13,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:29:04Z,2021-05-10T14:29:04Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/13"" rel=""noopener noreferrer"" target=""_blank"">""Advertising""</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
79,12,Generalised survey,https://github.com/sgibson91/open-practices-toolkit/issues/12,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:29:03Z,2021-05-10T14:29:03Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/12"" rel=""noopener noreferrer"" target=""_blank"">Generalised survey</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
80,9,Storage of ephemeral results,https://github.com/sgibson91/open-practices-toolkit/issues/9,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:28:58Z,2021-05-10T14:28:58Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/9"" rel=""noopener noreferrer"" target=""_blank"">Storage of ephemeral results</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
81,7,Analysis of transcriptions,https://github.com/sgibson91/open-practices-toolkit/issues/7,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:28:55Z,2021-05-10T14:28:56Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/7"" rel=""noopener noreferrer"" target=""_blank"">Analysis of transcriptions</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
82,4,Scheduling Interviews,https://github.com/sgibson91/open-practices-toolkit/issues/4,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:28:50Z,2021-05-10T14:28:50Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/4"" rel=""noopener noreferrer"" target=""_blank"">Scheduling Interviews</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
83,3,Compare/Contrast Community Values and Interactions,https://github.com/sgibson91/open-practices-toolkit/issues/3,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:28:47Z,2021-05-10T14:28:47Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/3"" rel=""noopener noreferrer"" target=""_blank"">Compare/Contrast Community Values and Interactions</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
84,2,Write a Data Management Plan,https://github.com/sgibson91/open-practices-toolkit/issues/2,sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:28:45Z,2021-05-10T14:28:45Z,False,created,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/2"" rel=""noopener noreferrer"" target=""_blank"">Write a Data Management Plan</a>","<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>"
85,18,Error message on Cloud Run deployment,https://github.com/alan-turing-institute/binderhub-deploy-gke/issues/18,alan-turing-institute/binderhub-deploy-gke,https://github.com/alan-turing-institute/binderhub-deploy-gke,2019-09-07T15:21:55Z,2021-04-23T08:04:27Z,False,created,"<a href=""https://github.com/alan-turing-institute/binderhub-deploy-gke/issues/18"" rel=""noopener noreferrer"" target=""_blank"">Error message on Cloud Run deployment</a>","<a href=""https://github.com/alan-turing-institute/binderhub-deploy-gke"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/binderhub-deploy-gke</a>"
86,21,Some useful links on Run in Cloud Shell,https://github.com/alan-turing-institute/binderhub-deploy-gke/issues/21,alan-turing-institute/binderhub-deploy-gke,https://github.com/alan-turing-institute/binderhub-deploy-gke,2019-09-26T08:17:30Z,2021-04-22T19:19:35Z,False,created,"<a href=""https://github.com/alan-turing-institute/binderhub-deploy-gke/issues/21"" rel=""noopener noreferrer"" target=""_blank"">Some useful links on Run in Cloud Shell</a>","<a href=""https://github.com/alan-turing-institute/binderhub-deploy-gke"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/binderhub-deploy-gke</a>"
87,1851,"On-the-fly, personal curation of the book's content",https://github.com/alan-turing-institute/the-turing-way/issues/1851,alan-turing-institute/the-turing-way,https://github.com/alan-turing-institute/the-turing-way,2021-04-20T10:42:30Z,2021-04-20T10:42:30Z,False,created,"<a href=""https://github.com/alan-turing-institute/the-turing-way/issues/1851"" rel=""noopener noreferrer"" target=""_blank"">On-the-fly, personal curation of the book's content</a>","<a href=""https://github.com/alan-turing-institute/the-turing-way"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/the-turing-way</a>"
88,387,Our list of previous meetings is broken,https://github.com/jupyterhub/team-compass/issues/387,jupyterhub/team-compass,https://github.com/jupyterhub/team-compass,2021-03-19T10:49:56Z,2021-03-22T07:44:17Z,False,created,"<a href=""https://github.com/jupyterhub/team-compass/issues/387"" rel=""noopener noreferrer"" target=""_blank"">Our list of previous meetings is broken</a>","<a href=""https://github.com/jupyterhub/team-compass"" rel=""noopener noreferrer"" target=""_blank"">jupyterhub/team-compass</a>"
89,903,The Julia version I request isn't the Julia version I get?,https://github.com/jupyterhub/repo2docker/issues/903,jupyterhub/repo2docker,https://github.com/jupyterhub/repo2docker,2020-06-02T15:32:17Z,2021-03-12T09:30:53Z,False,created,"<a href=""https://github.com/jupyterhub/repo2docker/issues/903"" rel=""noopener noreferrer"" target=""_blank"">The Julia version I request isn't the Julia version I get?</a>","<a href=""https://github.com/jupyterhub/repo2docker"" rel=""noopener noreferrer"" target=""_blank"">jupyterhub/repo2docker</a>"
90,1542,Sphinx Redirects: A potentially useful tool!,https://github.com/alan-turing-institute/the-turing-way/issues/1542,alan-turing-institute/the-turing-way,https://github.com/alan-turing-institute/the-turing-way,2020-11-10T10:24:51Z,2021-02-26T09:12:57Z,False,created,"<a href=""https://github.com/alan-turing-institute/the-turing-way/issues/1542"" rel=""noopener noreferrer"" target=""_blank"">Sphinx Redirects: A potentially useful tool!</a>","<a href=""https://github.com/alan-turing-institute/the-turing-way"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/the-turing-way</a>"
91,1221,Health endpoint of binderhub should still provide valid JSON when endpoint is unhealthy,https://github.com/jupyterhub/binderhub/issues/1221,jupyterhub/binderhub,https://github.com/jupyterhub/binderhub,2020-12-03T15:22:34Z,2020-12-03T21:55:28Z,False,created,"<a href=""https://github.com/jupyterhub/binderhub/issues/1221"" rel=""noopener noreferrer"" target=""_blank"">Health endpoint of binderhub should still provide valid JSON when endpoint is unhealthy</a>","<a href=""https://github.com/jupyterhub/binderhub"" rel=""noopener noreferrer"" target=""_blank"">jupyterhub/binderhub</a>"
92,355,Security scanning of Turing Binder URLs,https://github.com/jupyterhub/team-compass/issues/355,jupyterhub/team-compass,https://github.com/jupyterhub/team-compass,2020-11-23T14:20:06Z,2020-11-24T15:58:19Z,False,created,"<a href=""https://github.com/jupyterhub/team-compass/issues/355"" rel=""noopener noreferrer"" target=""_blank"">Security scanning of Turing Binder URLs</a>","<a href=""https://github.com/jupyterhub/team-compass"" rel=""noopener noreferrer"" target=""_blank"">jupyterhub/team-compass</a>"
93,1005,Chapter on Facilitating Collaborations at Remote Events,https://github.com/alan-turing-institute/the-turing-way/issues/1005,alan-turing-institute/the-turing-way,https://github.com/alan-turing-institute/the-turing-way,2020-04-02T08:53:37Z,2020-11-13T12:54:34Z,False,created,"<a href=""https://github.com/alan-turing-institute/the-turing-way/issues/1005"" rel=""noopener noreferrer"" target=""_blank"">Chapter on Facilitating Collaborations at Remote Events</a>","<a href=""https://github.com/alan-turing-institute/the-turing-way"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/the-turing-way</a>"
94,1165,Docs improvement | Step Zero: k8s on Azure docs,https://github.com/jupyterhub/zero-to-jupyterhub-k8s/issues/1165,jupyterhub/zero-to-jupyterhub-k8s,https://github.com/jupyterhub/zero-to-jupyterhub-k8s,2019-02-27T12:12:29Z,2020-10-06T07:42:07Z,False,created,"<a href=""https://github.com/jupyterhub/zero-to-jupyterhub-k8s/issues/1165"" rel=""noopener noreferrer"" target=""_blank"">Docs improvement | Step Zero: k8s on Azure docs</a>","<a href=""https://github.com/jupyterhub/zero-to-jupyterhub-k8s"" rel=""noopener noreferrer"" target=""_blank"">jupyterhub/zero-to-jupyterhub-k8s</a>"
95,215,Hacktoberfest labels in repos to encourage contribution?,https://github.com/jupyterhub/team-compass/issues/215,jupyterhub/team-compass,https://github.com/jupyterhub/team-compass,2019-10-08T12:38:59Z,2020-10-05T08:37:47Z,False,created,"<a href=""https://github.com/jupyterhub/team-compass/issues/215"" rel=""noopener noreferrer"" target=""_blank"">Hacktoberfest labels in repos to encourage contribution?</a>","<a href=""https://github.com/jupyterhub/team-compass"" rel=""noopener noreferrer"" target=""_blank"">jupyterhub/team-compass</a>"
96,14,Issues viewing Jupyter Book when built on mybinder.org,https://github.com/martinagvilas/tutorial-jupyterbook-with-turing-way/issues/14,martinagvilas/tutorial-jupyterbook-with-turing-way,https://github.com/martinagvilas/tutorial-jupyterbook-with-turing-way,2020-09-18T17:57:46Z,2020-10-03T16:33:13Z,False,created,"<a href=""https://github.com/martinagvilas/tutorial-jupyterbook-with-turing-way/issues/14"" rel=""noopener noreferrer"" target=""_blank"">Issues viewing Jupyter Book when built on mybinder.org</a>","<a href=""https://github.com/martinagvilas/tutorial-jupyterbook-with-turing-way"" rel=""noopener noreferrer"" target=""_blank"">martinagvilas/tutorial-jupyterbook-with-turing-way</a>"
97,28,Create a gh-pages branch,https://github.com/martinagvilas/tutorial-jupyterbook-with-turing-way/issues/28,martinagvilas/tutorial-jupyterbook-with-turing-way,https://github.com/martinagvilas/tutorial-jupyterbook-with-turing-way,2020-09-21T09:03:46Z,2020-09-21T09:04:30Z,False,created,"<a href=""https://github.com/martinagvilas/tutorial-jupyterbook-with-turing-way/issues/28"" rel=""noopener noreferrer"" target=""_blank"">Create a gh-pages branch</a>","<a href=""https://github.com/martinagvilas/tutorial-jupyterbook-with-turing-way"" rel=""noopener noreferrer"" target=""_blank"">martinagvilas/tutorial-jupyterbook-with-turing-way</a>"
98,273,[FEATURE] Access to private data,https://github.com/alan-turing-institute/hub23-deploy/issues/273,alan-turing-institute/hub23-deploy,https://github.com/alan-turing-institute/hub23-deploy,2020-07-30T12:31:14Z,2020-08-13T11:40:54Z,False,created,"<a href=""https://github.com/alan-turing-institute/hub23-deploy/issues/273"" rel=""noopener noreferrer"" target=""_blank"">[FEATURE] Access to private data</a>","<a href=""https://github.com/alan-turing-institute/hub23-deploy"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/hub23-deploy</a>"
99,5,Issues installing persistent binderhub chart,https://github.com/gesiscss/persistent_binderhub/issues/5,gesiscss/persistent_binderhub,https://github.com/gesiscss/persistent_binderhub,2020-08-05T12:13:44Z,2020-08-07T09:55:41Z,False,created,"<a href=""https://github.com/gesiscss/persistent_binderhub/issues/5"" rel=""noopener noreferrer"" target=""_blank"">Issues installing persistent binderhub chart</a>","<a href=""https://github.com/gesiscss/persistent_binderhub"" rel=""noopener noreferrer"" target=""_blank"">gesiscss/persistent_binderhub</a>"
100,272,[FEATURE] Users can access their own private repos,https://github.com/alan-turing-institute/hub23-deploy/issues/272,alan-turing-institute/hub23-deploy,https://github.com/alan-turing-institute/hub23-deploy,2020-07-30T12:29:08Z,2020-07-30T12:37:49Z,False,created,"<a href=""https://github.com/alan-turing-institute/hub23-deploy/issues/272"" rel=""noopener noreferrer"" target=""_blank"">[FEATURE] Users can access their own private repos</a>","<a href=""https://github.com/alan-turing-institute/hub23-deploy"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/hub23-deploy</a>"
101,114,"Create a ""How to Present the Turing Way"" Guide",https://github.com/alan-turing-institute/the-turing-way/issues/114,alan-turing-institute/the-turing-way,https://github.com/alan-turing-institute/the-turing-way,2019-01-11T11:04:31Z,2020-06-17T08:47:43Z,False,created,"<a href=""https://github.com/alan-turing-institute/the-turing-way/issues/114"" rel=""noopener noreferrer"" target=""_blank"">Create a ""How to Present the Turing Way"" Guide</a>","<a href=""https://github.com/alan-turing-institute/the-turing-way"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/the-turing-way</a>"
102,11,Design a flyer describing Binder to distribute at conferences,https://github.com/sgibson91/ssi-fellowship/issues/11,sgibson91/ssi-fellowship,https://github.com/sgibson91/ssi-fellowship,2020-02-05T15:41:29Z,2020-06-17T01:04:42Z,False,created,"<a href=""https://github.com/sgibson91/ssi-fellowship/issues/11"" rel=""noopener noreferrer"" target=""_blank"">Design a flyer describing Binder to distribute at conferences</a>","<a href=""https://github.com/sgibson91/ssi-fellowship"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/ssi-fellowship</a>"
103,217,Technical checklist for joining the BinderHub Federation,https://github.com/jupyterhub/team-compass/issues/217,jupyterhub/team-compass,https://github.com/jupyterhub/team-compass,2019-10-16T10:19:45Z,2020-06-04T21:21:53Z,False,created,"<a href=""https://github.com/jupyterhub/team-compass/issues/217"" rel=""noopener noreferrer"" target=""_blank"">Technical checklist for joining the BinderHub Federation</a>","<a href=""https://github.com/jupyterhub/team-compass"" rel=""noopener noreferrer"" target=""_blank"">jupyterhub/team-compass</a>"
104,873,--cache-from CLI flag not actually doing anything?,https://github.com/jupyterhub/repo2docker/issues/873,jupyterhub/repo2docker,https://github.com/jupyterhub/repo2docker,2020-04-15T16:19:20Z,2020-04-28T09:17:48Z,False,created,"<a href=""https://github.com/jupyterhub/repo2docker/issues/873"" rel=""noopener noreferrer"" target=""_blank"">--cache-from CLI flag not actually doing anything?</a>","<a href=""https://github.com/jupyterhub/repo2docker"" rel=""noopener noreferrer"" target=""_blank"">jupyterhub/repo2docker</a>"
105,86,deploy.sh too big?,https://github.com/alan-turing-institute/binderhub-deploy/issues/86,alan-turing-institute/binderhub-deploy,https://github.com/alan-turing-institute/binderhub-deploy,2020-02-17T16:05:02Z,2020-04-07T16:55:26Z,False,created,"<a href=""https://github.com/alan-turing-institute/binderhub-deploy/issues/86"" rel=""noopener noreferrer"" target=""_blank"">deploy.sh too big?</a>","<a href=""https://github.com/alan-turing-institute/binderhub-deploy"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/binderhub-deploy</a>"
